Grey,Luminance,LuminanceR,Label
90.73692753623189,90.7316306521739,89.66423358115944,1
90.71868115942029,90.71436049275361,89.66539836521738,1
90.67760869565217,90.67444170289852,89.61057942608697,1
90.67339130434783,90.66373828985506,89.5946562173913,1
90.84620289855073,90.8414623478261,89.77725324057971,1
90.8913115942029,90.88103242753621,89.8311758347826,1
90.9148768115942,90.90541652898551,89.8539940637681,1
90.93738405797102,90.92999523188406,89.87658565797102,1
90.92651449275363,90.91752824637682,89.8719957014493,1
90.76013768115942,90.75449333333333,89.71753079565218,1
90.53198550724638,90.52213572463766,89.4667690768116,1
90.45777536231884,90.45544638405796,89.40900603913047,1
90.31398550724637,90.30614544202898,89.25695259275363,1
90.26557246376811,90.25834387681161,89.19731319275361,1
90.19560869565217,90.18944853623186,89.12483768115942,1
90.1723768115942,90.16408332608694,89.08906740434783,1
90.24659420289855,90.23852251449274,89.17159425652176,1
90.36008695652174,90.35334795652173,89.30152309565216,1
90.42020289855073,90.41503319565217,89.35461841159419,1
90.38584057971015,90.37899646376812,89.32443195072466,1
90.28008695652174,90.27250347826087,89.20894869130433,1
90.21842028985508,90.21008506521741,89.15600866666665,1
90.00941304347826,90.00269796376811,88.95219120434783,1
89.8344420289855,89.82775741304347,88.76900177971014,1
89.49284782608696,89.48420185507246,88.4348874347826,1
89.31865942028986,89.31075586956521,88.2648784768116,1
89.03451449275363,89.02698342753625,87.97706722753624,1
88.873,88.86590663768116,87.8157507405797,1
88.66773188405797,88.65995501449275,87.61055559710145,1
88.62136231884058,88.61371481884058,87.55396215362317,1
88.55183333333333,88.54726916666667,87.47879641014492,1
88.5536811594203,88.5479116521739,87.48368905072464,1
88.66669565217391,88.6582029710145,87.62199816811594,1
88.78700724637682,88.78424707971014,87.73260659130435,1
88.99478985507247,88.98814405797103,87.93849714057971,1
89.33488405797101,89.329809,88.28076295797102,1
89.75700724637682,89.75285523913044,88.73001752318841,1
90.18928260869565,90.18173934782608,89.14852203333334,1
90.5798768115942,90.57335824637681,89.53017689565218,1
90.87623913043478,90.86839092753623,89.83370781594202,1
91.121,91.11282397101448,90.07961061884056,1
91.36530434782608,91.35633123188406,90.34110204347824,1
91.61602898550724,91.60837989130435,90.57726135072461,1
91.95095652173913,91.94517229710142,90.91544637101448,1
92.14339855072464,92.1389295289855,91.12103429710145,1
92.38630434782608,92.3791142753623,91.36621315507247,1
92.60136231884059,92.596139942029,91.58869664782607,1
92.84734057971015,92.84159483333333,91.82590249275364,1
93.07031884057972,93.06330439130438,92.05278033623189,1
93.31415942028985,93.31088825362318,92.2991236289855,1
93.4375579710145,93.43362932608694,92.4386620231884,1
93.62721739130434,93.61961215217391,92.61290076231882,1
93.73934782608696,93.73405771739132,92.74878176521737,1
93.8251231884058,93.81755278260869,92.8296110652174,1
93.68423913043478,93.67909477536232,92.67558312318839,1
93.45383333333334,93.44428513768115,92.45612797101448,1
93.1723188405797,93.16600810144925,92.14890752463765,1
92.71578260869565,92.71346629710146,91.70689676521741,1
92.23636956521739,92.22847926811593,91.19630494347825,1
91.76756521739131,91.76246931884057,90.74079015362321,1
91.40517391304348,91.4016168695652,90.37123717681159,1
91.14072463768116,91.1346917101449,90.10704085942027,1
90.94671014492754,90.94046005072464,89.90018519710145,1
90.7356811594203,90.73094076086956,89.68841375507247,1
90.60321014492753,90.59491370289854,89.56346177971015,1
90.42045652173913,90.41375375362318,89.3796946811594,1
90.28060869565218,90.27224123188405,89.2391314115942,1
90.12574637681159,90.1201,89.09339422608696,1
89.9218188405797,89.91430775362316,88.88542740724637,1
89.5955,89.59050526811595,88.56474578405796,1
89.30051449275362,89.29418831159421,88.24855006666665,1
89.12592753623188,89.12146052173912,88.10001026376811,1
88.89351449275362,88.88688594202898,87.85658347536233,1
88.7512463768116,88.7420987536232,87.7026029884058,1
88.53705797101449,88.53207868840578,87.50593334202898,1
88.33128985507247,88.32451666666664,87.29922443043479,1
88.01360144927536,88.00782494927536,87.0014218695652,1
87.91401449275362,87.90682868840582,86.87650308695652,1
88.00484057971015,87.99930647826088,86.97673432173913,1
88.21644927536232,88.20871400724634,87.19772044057972,1
88.42439855072463,88.41929113043477,87.38752753478259,1
88.69405072463768,88.68555392753623,87.66120440289855,1
88.93963768115943,88.93407025362319,87.92673312028987,1
89.2058695652174,89.19589818115941,88.16894318840579,1
89.47854347826087,89.47365122463766,88.4335569521739,1
89.69791304347827,89.686646057971,88.66570520724636,1
89.97732608695652,89.9692803695652,88.92864628985507,1
90.29839855072464,90.29327515942029,89.23829896231882,1
90.6352536231884,90.6324986231884,89.57525945507248,1
91.03338405797102,91.02806983333333,89.9703837130435,1
91.3489347826087,91.34357794202899,90.28846934347825,1
91.63528985507246,91.62992905072463,90.55960689999998,1
91.90213768115942,91.89819255072462,90.85650707826089,1
92.09436956521739,92.08997755072463,91.04233441304343,1
92.2656884057971,92.2577352173913,91.20092016956521,1
92.3972463768116,92.39029891304347,91.3325722985507,1
92.50707971014492,92.501878557971,91.43688054782609,1
92.56633333333333,92.56039039855072,91.49911652173913,1
92.36454347826087,92.35695044927536,91.30219275362319,1
92.10502173913044,92.10314769565217,91.06055591014494,1
91.72826086956522,91.72530825362318,90.67107118550724,1
91.37626811594203,91.36919864492751,90.30030556956523,1
90.93505797101449,90.93349855072464,89.88353944057971,1
90.40780434782609,90.40283048550725,89.34281917246376,1
89.64205072463768,89.63562715942031,88.57606130869567,1
88.81394202898551,88.80973171014493,87.74161330000001,1
87.95842028985507,87.95194100724636,86.88825358115942,1
87.25226811594203,87.2481096884058,86.17246253188407,1
86.64277536231884,86.63556672463767,85.56456342608693,1
86.05134057971014,86.04661510144928,84.9728273463768,1
85.46497826086957,85.45945036956522,84.39114963623189,1
84.84195652173914,84.83650060869566,83.75640921304347,1
84.2206884057971,84.21686792753621,83.14366708260869,1
83.58372463768116,83.57482536956522,82.48851615507249,1
83.0522463768116,83.04509361594202,81.97138031739131,1
82.41768840579711,82.40910043478259,81.31526836086958,1
81.91863768115942,81.91162387681162,80.79660578985506,1
81.50998550724637,81.50335686231882,80.41241970724636,1
81.11868115942029,81.11390936956522,80.01689189275362,1
80.95003623188406,80.9410549057971,79.82857430869566,1
80.83108695652174,80.82501482608696,79.72477917391305,1
80.70036956521739,80.69330074637682,79.57762127971014,1
80.65797826086957,80.65414092753623,79.53707674492753,1
80.87780434782609,80.87308114492753,79.76466892028985,1
81.18469565217391,81.18325999999998,80.07701575797101,1
81.71585507246377,81.71078810144927,80.58728192028985,1
82.3486884057971,82.34486826086956,81.22770885797102,1
83.01886231884058,83.01343519565218,81.90792946521738,1
83.64902173913043,83.6447234130435,82.53797873188405,1
84.40521739130435,84.40167057246377,83.31239154927535,1
85.1213188405797,85.11487348550726,84.01960120144925,1
85.77063768115941,85.7653699637681,84.67361489130435,1
86.40440579710145,86.39742730434781,85.30539878550725,1
87.20638405797101,87.20091772463768,86.11483027681157,1
88.06976086956521,88.06710845652174,87.00497687536232,1
89.06767391304348,89.06275624637682,87.99701686956523,1
90.09614492753623,90.08994652173912,89.02165267536232,1
91.11334782608695,91.10475768115943,90.03795132173913,1
92.33257971014493,92.32421757971015,91.27956246376813,1
93.61376086956521,93.60737613043477,92.57660121884054,1
94.91264492753623,94.90696057971016,93.88917338115942,1
96.09097826086956,96.08572592753623,95.0713967768116,1
97.21289855072463,97.2066900289855,96.2058083347826,1
98.15233333333333,98.14487992753622,97.14878571449275,1
99.037,99.03090370289854,98.04581464347824,1
99.73713043478261,99.72968239130434,98.74449990869563,1
100.24910869565217,100.24051031884058,99.26018347391305,1
100.68490579710145,100.67718804347825,99.69107009130434,1
100.91422463768116,100.91095499275363,99.9305885405797,1
101.29196376811595,101.28547793478259,100.3340303043478,1
101.68125362318841,101.6731493768116,100.71368878840579,1
102.12441304347826,102.11660609420292,101.14795293768114,1
102.45685507246377,102.45087954347825,101.49843531014496,1
102.70503623188405,102.70147013043477,101.74315679275364,1
102.94320289855072,102.93534984782607,101.98271493623187,1
103.02834057971015,103.01798444202899,102.08725752608694,1
102.97017391304348,102.96223425362317,102.02795064202901,1
102.9377536231884,102.9292538405797,101.99064034057972,1
102.83385507246376,102.82650275362317,101.87804648985505,1
102.61189855072463,102.60374639855073,101.66379514782608,1
102.14276811594203,102.13870078985506,101.18817439275361,1
101.39057971014493,101.38604981159419,100.43798756231885,1
100.5995,100.59148227536232,99.63000353043478,1
99.88844202898551,99.87822897826086,98.9302203405797,1
99.1937536231884,99.18535428985508,98.22695911739129,1
98.72865942028986,98.7172506884058,97.75996999710144,1
98.36828260869565,98.35937962318842,97.39365126811595,1
98.10621014492753,98.0963846521739,97.14707784637682,1
97.88382608695652,97.87726931159422,96.91745772898551,1
97.879,97.86842691304349,96.91291444347826,1
97.93434057971014,97.92467930434783,96.97691112028984,1
98.05687681159421,98.04599928260869,97.09601149275363,1
98.091,98.08384448550724,97.14397380869566,1
98.13100724637681,98.11999984782608,97.17538596666667,1
97.99180434782609,97.97966128985507,97.0361983115942,1
97.87066666666666,97.86230075362319,96.92002466956522,1
97.8143115942029,97.80603260144926,96.8607737246377,1
97.9059420289855,97.8970086884058,96.95698455072463,1
98.29273188405797,98.27945534782607,97.32507108840578,1
98.90726811594203,98.89902198550726,97.93498019710145,1
99.58102898550725,99.57334878985507,98.6173417884058,1
100.29277536231884,100.28380404347826,99.33045849855073,1
100.95658695652173,100.94874610144929,100.00296714347826,1
101.40023913043478,101.39175916666667,100.42769715362319,1
101.77096376811595,101.76347317391301,100.81555958550726,1
102.02163768115942,102.01377826086957,101.0381213347826,1
102.20995652173913,102.20298847101448,101.23878610869566,1
102.4538768115942,102.44566308695653,101.47654149565219,1
102.74015942028986,102.73292426811594,101.76175821304348,1
103.071,103.062716557971,102.09173214492753,1
103.45955797101449,103.45041492028983,102.50089356666668,1
103.78699275362318,103.77800231884058,102.80829996521737,1
104.1026956521739,104.0939931231884,103.12806858985503,1
104.59330434782609,104.58329012318839,103.61171466376811,1
104.92205072463769,104.91531464492755,103.9372581927536,1
105.26757246376812,105.25867177536229,104.27932726376811,1
105.46336956521739,105.45373258695652,104.48840221594205,1
105.56498550724638,105.55666465217391,104.58075159420294,1
105.70179710144927,105.69389538405798,104.72035741594206,1
105.84246376811595,105.83541965942031,104.87200353913042,1
105.88892753623189,105.88145144927537,104.89430809275362,1
105.93332608695653,105.9244601884058,104.95142795652173,1
105.95607971014493,105.94659627536234,104.97435053768116,1
105.93070289855072,105.92113992028983,104.94127774927537,1
105.9114927536232,105.90296555797102,104.93079749710145,1
105.80052173913043,105.79231960144926,104.8377058594203,1
105.48782608695652,105.47601702898552,104.52051890144926,1
105.10132608695652,105.09527451449271,104.1208896115942,1
104.84239130434783,104.83587326811593,103.86347932173913,1
104.49457246376812,104.48766421014489,103.52808069999996,1
104.23072463768116,104.22214913768114,103.26562357536233,1
104.0211884057971,104.01533739130436,103.0575801884058,1
103.71508695652174,103.70953719565216,102.74769773913044,1
103.40026811594203,103.39077813043478,102.45180755507245,1
103.22900724637681,103.21779931884056,102.27799238260867,1
103.06578985507247,103.05875029710144,102.10997582463766,1
103.06527536231884,103.05423181159419,102.104505857971,1
103.18171014492754,103.1727401231884,102.20902065652174,1
103.58078985507247,103.5780586304348,102.64895452173913,1
104.16547826086956,104.1562715724638,103.23593692173912,1
104.72967391304348,104.72169774637682,103.78476375652174,1
105.25778260869565,105.24667955797099,104.31262688115942,1
105.76557246376811,105.75710541304348,104.83734247536229,1
106.36410144927537,106.35693667391303,105.41877677391307,1
107.12011594202899,107.11178615942029,106.1812639304348,1
107.92895652173912,107.91705186231883,106.98702516521739,1
108.64574637681159,108.6380131884058,107.70901208405799,1
109.30694927536231,109.30008117391306,108.37915323768118,1
109.80576811594203,109.7989616811594,108.88530637246375,1
110.14966666666666,110.14102744927536,109.22324993188407,1
110.36934057971014,110.36142862318839,109.45546387971014,1
110.26897101449275,110.25936631159422,109.37001176956522,1
109.75572463768115,109.74625804347825,108.82008650579708,1
109.03703623188406,109.02884819565217,108.11258350289854,1
108.27269565217391,108.26462524637684,107.34333141884058,1
107.20660869565218,107.19936804347824,106.26915975652174,1
105.6854420289855,105.67440668115941,104.74576850724638,1
104.07359420289855,104.0658297753623,103.1291009057971,1
102.47636231884059,102.47057836231883,101.52592363333335,1
100.90182608695652,100.89783160144927,99.93159466956524,1
99.51089130434782,99.50032346376813,98.51864173913043,1
98.2137463768116,98.20422055797101,97.2164190536232,1
97.12445652173913,97.11970237681157,96.12566096376813,1
96.18815217391304,96.18046918840581,95.18487616521739,1
95.48902173913044,95.48234638405796,94.47379130144927,1
95.08064492753623,95.06867205072464,94.058262042029,1
94.70765217391305,94.70096991304348,93.67025585797103,1
94.54310144927537,94.53283542028983,93.5001580695652,1
94.44977536231885,94.44540468115943,93.40652044202898,1
94.28748550724637,94.2782765,93.24390525507245,1
93.95658695652173,93.94859902173913,92.91629595217391,1
93.67434782608696,93.6678869927536,92.61908979130433,1
93.30042028985507,93.29310036956521,92.24814090144929,1
93.01248550724638,93.00586585507247,91.9633404217391,1
92.48528260869566,92.47740072463769,91.42094858115941,1
92.01919565217392,92.01188523913042,90.95858154492754,1
91.57522463768116,91.56915957971012,90.52573428840581,1
91.18713768115941,91.17727184782609,90.12171409710145,1
90.87696376811594,90.86918679710145,89.80738523623188,1
90.66405797101449,90.65786788405796,89.62215741884057,1
90.46854347826087,90.46168598550726,89.42163791594201,1
90.38406521739131,90.37340376086956,89.34336819130435,1
90.29697826086957,90.29072094927535,89.25694378550723,1
90.29559420289856,90.2897432826087,89.25182678985507,1
90.24174637681159,90.23572479710147,89.19783324492754,1
90.18108695652174,90.17331344927537,89.13369910434783,1
90.12342753623189,90.11654010869563,89.06081230724638,1
90.15427536231884,90.14969952173914,89.10849934927538,1
90.19973913043478,90.19356489130435,89.15882461159421,1
90.08378985507247,90.08010065942027,89.02612403913044,1
89.69703623188406,89.68794726811595,88.64144110289855,1
89.3303768115942,89.32225328985508,88.29102925072463,1
89.09398550724637,89.08495618840581,88.05578360434781,1
88.84096376811594,88.83304882608697,87.8139973652174,1
88.57993478260869,88.5745002173913,87.54764117536232,1
88.4730579710145,88.46762157246376,87.44514254492753,1
88.41144927536232,88.40523548550725,87.39305310724636,1
88.50921014492754,88.50235639855075,87.49099247826086,1
88.72398550724638,88.71376106521738,87.69320046521739,1
89.08795652173913,89.082929942029,88.0668008811594,1
89.51888405797101,89.50979134057971,88.48317921449274,1
90.11815217391305,90.10990161594202,89.09973924057971,1
90.70323188405797,90.69599397826087,89.65119112463766,1
91.26134782608696,91.25552703623187,90.21094524202901,1
91.62521014492754,91.61793535507246,90.55972588115941,1
91.83354347826086,91.82789771739131,90.78925212753623,1
91.99340579710145,91.98488894927539,90.9320114463768,1
92.0260072463768,92.02132948550725,90.97781591304349,1
92.09557971014493,92.08814777536232,91.02015141594202,1
92.02124637681159,92.01233558695651,90.95963053188406,1
91.97696376811594,91.96802011594204,90.92013622753625,1
91.98864492753623,91.98118012318841,90.9316919826087,1
91.97781884057972,91.97016470289854,90.92789679130433,1
91.96730434782609,91.95945989130436,90.923247957971,1
91.71584057971015,91.70758008695653,90.64737349130434,1
91.01888405797101,91.01393713768115,89.9504798304348,1
89.5691811594203,89.56008594202896,88.47673796376813,1
88.64479710144927,88.6371043043478,87.5475306710145,1
88.27461594202899,88.26790008695652,87.15975095652172,1
88.12734057971015,88.11995213768114,87.02014058550724,1
87.85455072463768,87.84752118840578,86.76212549420289,1
87.64928985507247,87.64019589855073,86.57174223333334,1
87.19432608695652,87.19071989855071,86.1144055115942,1
86.96855797101449,86.96342091304349,85.89528289275363,1
86.76044202898551,86.7540295289855,85.69360581014492,1
86.76767391304348,86.76318313768117,85.7179146811594,1
86.87473188405797,86.87063316666666,85.81990079130432,1
87.52329710144927,87.51893986231885,86.49444769275362,1
88.31752173913044,88.31416988405796,87.29364729710143,1
89.2258188405797,89.22149198550724,88.19390774057968,1
90.0715579710145,90.06549716666665,89.0464109753623,1
90.977,90.96669481159418,89.94552209710145,1
91.79774637681159,91.78906817391304,90.77013680289858,1
92.51042753623189,92.50179477536231,91.47993066231884,1
93.27464492753623,93.26780972463766,92.24236755797102,1
93.87800724637681,93.87349281159423,92.83068009855074,1
94.53239130434783,94.5236181884058,93.49195854347826,1
94.90241304347826,94.89749636956522,93.84877743478259,1
95.1007463768116,95.09494426811592,94.04959567826087,1
95.10996376811595,95.1012677173913,94.04935278405796,1
95.09422463768117,95.08636371739131,94.04962605507247,1
95.0349347826087,95.02964297826087,93.99037538115942,1
94.85750724637681,94.85214660144929,93.81970597101449,1
94.72018115942029,94.7139934347826,93.69204806086958,1
94.95878260869566,94.95148666666665,93.9233751,1
95.50038405797102,95.4944685,94.47385988695653,1
96.03526086956522,96.02602542028986,95.00209888985508,1
96.629,96.62095133333335,95.60655248405799,1
97.2624420289855,97.25336364492752,96.24078998695651,1
97.82338405797101,97.81818143478263,96.79999688260868,1
98.17638405797102,98.1686194710145,97.14174965072463,1
98.38042028985507,98.37441136956518,97.354924757971,1
98.47607971014493,98.47008974637681,97.45384032463768,1
98.68784057971014,98.68138178985508,97.6715065057971,1
98.73379710144927,98.72592703623188,97.72862875652176,1
98.77578260869565,98.76992984057972,97.76448789565218,1
98.91174637681159,98.90498207246377,97.89664224927536,1
99.26226811594204,99.2558206231884,98.25234797391303,1
99.75886231884058,99.75368912318841,98.78501289130435,1
100.09901449275362,100.09073501449271,99.10943362463769,1
100.4202536231884,100.41534365217393,99.45612508985505,1
100.53080434782609,100.52813335507246,99.57438055942029,1
100.75816666666667,100.75228826086958,99.78955226086956,1
101.18121014492753,101.17619465217392,100.21792959130435,1
101.65734057971015,101.65304005797101,100.68381543913044,1
101.8435652173913,101.83861497826086,100.86807542753621,1
101.94199275362318,101.93898198550724,100.97289737971016,1
102.11839855072463,102.11397232608694,101.16049620144928,1
102.19832608695653,102.1961711884058,101.2394351594203,1
102.02026086956522,102.01284662318838,101.06906341884059,1
101.79526086956521,101.79111484782608,100.82761268985507,1
101.70331884057971,101.69736686231884,100.73707023623189,1
101.53377536231883,101.5248570942029,100.59049627971018,1
101.18568115942028,101.18149895652174,100.2221683985507,1
100.85479710144928,100.84806704347824,99.91349372608694,1
100.46876811594203,100.46442080434784,99.50073173188406,1
100.03013768115942,100.02244239855074,99.07116857101448,1
99.59852173913043,99.59048141304346,98.62643458840581,1
99.37097101449275,99.36524785507247,98.39588074492752,1
99.13432608695652,99.12795294202897,98.15439806811591,1
98.70957246376811,98.70161949999999,97.7301387521739,1
98.16265942028986,98.15600879710145,97.15985620579708,1
97.6982536231884,97.69242378985507,96.70393840869566,1
97.32304347826087,97.31618837681155,96.32042629855073,1
96.96246376811594,96.95630955797101,95.96140521159421,1
96.69607971014493,96.68793080434783,95.70352511884056,1
96.43686231884058,96.42851375362318,95.42853896086956,1
96.3734347826087,96.36674107971014,95.38858721014495,1
96.37992753623189,96.3737732753623,95.39047506376812,1
96.23003623188406,96.22357007246376,95.22909726086958,1
96.09414492753623,96.08638773188406,95.09683171594202,1
95.89076811594202,95.88470860144929,94.87925158550723,1
95.74397826086957,95.7333243768116,94.72450763043479,1
95.77891304347825,95.77299646376812,94.7665007115942,1
95.91789130434783,95.91339455797097,94.90135009710146,1
96.05471014492754,96.04958140579708,95.05454422028987,1
95.8825652173913,95.87771975362315,94.8782872289855,1
95.53747101449275,95.5296482753623,94.52030815942028,1
94.8831884057971,94.87686898550724,93.86424095217392,1
94.07809420289855,94.06910063768116,93.05385622173912,1
93.47898550724638,93.46986910869566,92.47290880434784,1
93.20433333333334,93.1906537753623,92.16448447536233,1
93.0874420289855,93.07792094202897,92.0552596,1
93.01376086956522,93.00667632608696,91.99291193913045,1
92.89042753623188,92.88467671014492,91.86901529710143,1
92.9301231884058,92.92042115217393,91.90636994782608,1
93.12468115942029,93.11968828985506,92.11166459855073,1
93.41258695652174,93.40504448550723,92.38907388695651,1
93.88490579710145,93.87584041304349,92.86358571884058,1
94.47501449275363,94.46859499275364,93.46703877391306,1
94.92555072463769,94.91707964492751,93.89500282898551,1
95.34194202898551,95.33422536231883,94.33173126231883,1
95.89595652173914,95.89093418115941,94.90774907681161,1
96.56080434782609,96.55208328260872,95.55029365652173,1
97.2528188405797,97.24549502898549,96.2540767710145,1
97.86584782608696,97.85756363043478,96.88890169855074,1
98.37055072463768,98.36228029710142,97.3965232942029,1
98.82000724637682,98.81544641304347,97.84468634202896,1
98.9235652173913,98.91494147826084,97.95188645652173,1
98.96607246376811,98.95816039855072,97.99803670289853,1
98.77733333333333,98.76754922463765,97.82908213478261,1
98.36102173913044,98.35127210869564,97.42069102463769,1
97.78843478260869,97.78170417391304,96.81943866086958,1
97.21085507246377,97.20501711594203,96.2539389347826,1
96.61195652173913,96.60472343478261,95.64136872463767,1
96.09985507246377,96.09051275362317,95.11714152318841,1
95.63757246376812,95.63159965942027,94.64932201304349,1
95.25182608695653,95.24486515217389,94.25659883043478,1
95.02446376811594,95.01687594927539,94.01687803768118,1
94.80373913043478,94.79621884782611,93.81210667971013,1
94.5628695652174,94.55353018840579,93.58157474057971,1
94.3946231884058,94.38786615942028,93.39854072898551,1
94.32461594202898,94.31869726811594,93.33273396956524,1
94.11714492753623,94.11229004347827,93.12407422173915,1
93.83398550724638,93.82726326086959,92.8385526637681,1
93.51328260869565,93.50704892753623,92.53364354492753,1
93.19568115942029,93.18970113768115,92.18863667536235,1
92.7489347826087,92.74337078985506,91.73761064927534,1
92.3736231884058,92.3652567826087,91.36734740144928,1
92.06561594202898,92.0601225289855,91.04276013188405,1
91.84333333333333,91.83551729710143,90.81299884637681,1
91.71975362318841,91.71578913768116,90.70322434057972,1
91.51014492753623,91.50153392028984,90.47259003623189,1
91.44321739130434,91.4392876304348,90.42081381159421,1
91.43209420289855,91.42297534782608,90.39427368405796,1
91.48727536231884,91.4803868550725,90.43752756811594,1
91.679,91.6760795942029,90.6604416173913,1
92.03671739130435,92.03156097101451,91.01037220289857,1
92.41405072463768,92.40889038405795,91.38951794637684,1
92.78846376811595,92.78344171739131,91.755846157971,1
93.27366666666667,93.2661144130435,92.25292047536232,1
93.74294927536232,93.73601663768116,92.72569564057969,1
94.02613043478262,94.0179876521739,93.00266474492753,1
94.46790579710145,94.46075139130434,93.44494912028985,1
94.98861594202899,94.98185749999999,93.97161385362318,1
95.70409420289855,95.7005324130435,94.70073221304347,1
96.46307246376811,96.45675586231884,95.45399326666663,1
97.12373913043479,97.1096785362319,96.31681266231884,1
97.04295652173913,97.0309342173913,96.27335710144928,1
97.00339130434783,96.9869951811594,96.20908701594203,1
96.78826086956522,96.77357042753623,96.00771577391303,1
96.65778260869565,96.64247202898551,95.88243496956521,1
96.4829420289855,96.47111286956522,95.72067699855069,1
96.35234782608696,96.33888944927534,95.58868759999999,1
96.14253623188405,96.12570555072465,95.38106754782605,1
95.99105072463769,95.97706097826085,95.24551913913044,1
95.91452898550725,95.90179808695652,95.18601930434784,1
95.75242028985507,95.73726680434781,95.00610681304349,1
95.51354347826087,95.49910371014494,94.7818244753623,1
95.35618115942029,95.34143014492751,94.61371904202898,1
95.34559420289855,95.33300939855074,94.59348056086957,1
95.25021739130435,95.23528266666668,94.48904418695652,1
95.09889130434783,95.08840810144928,94.34606715362321,1
94.89514492753624,94.88301009420289,94.13491805652174,1
94.85034782608696,94.83981836956522,94.0771801710145,1
94.86600724637681,94.84939797826085,94.09347160724637,1
95.12854347826087,95.11639715942029,94.34242040144927,1
95.36896376811595,95.35547360144926,94.5608352927536,1
95.54126811594203,95.52905233333333,94.75693951014493,1
95.49217391304347,95.48117187681157,94.69350731594203,1
95.54496376811595,95.53219049275363,94.74903742173913,1
95.56660144927537,95.55350757246376,94.77949259710145,1
95.72765217391304,95.71854057971014,94.94108863623187,1
96.1994420289855,96.18408339855073,95.40768615217392,1
96.57836231884058,96.5629426594203,95.80587193478262,1
96.69284782608696,96.67825420289853,95.91109180434783,1
96.58263043478262,96.5693830869565,95.83485718985509,1
96.45242753623188,96.4363462101449,95.71143962608696,1
96.39978260869565,96.38839160869564,95.65500891159424,1
96.47257246376812,96.45964056521738,95.71965803478258,1
96.39218115942029,96.37948117391306,95.65931394927536,1
96.06954347826087,96.05691981884054,95.34124285942028,1
95.78266666666667,95.76679218115942,95.05506129420291,1
95.43223913043478,95.41534198550725,94.70799524202901,1
94.81239855072464,94.79655036231884,94.0868676826087,1
94.31439855072463,94.30055631159419,93.56402810869565,1
